1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1M,5M,RSI,Oscilador Estocastico,Indice de Canales de Productos Basicos,Indice de Movimiento Dirreccional Medio,Osilador Asombroso,RSIR Real,Nivel MACD,RSI Estocastico Rapido,Rango de porsentaje de Williams,Bull Bear Power,Oscilador Ulrimo,MME5contraPrecio,MMS5contraPrecio,MME5vsMMs5,MME10contraPrecio,MMS10contraPrecio,MME10vsMMs10,HORA,RSIREAL,Disferencia a 1,Disferencia a 5,ESTOCASTICO REAL,MME5vsMME10,MMS5vsMMS10,MME5vsMME50,MMS5vsMMS50
