1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Precio,Volumen,Mayor o Menor 1m,Mayor o Menor 5m,Disferencia a 1m,Disferencia a 5m,RSI,Oscilador Estocastico,Indice de Canales de Productos Basicos,Indice de Movimiento Dirreccional Medio,Osilador Asombroso,Momento,Nivel MACD,RSI Estocastico Rapido,Rango de porsentaje de Williams,Bull Bear Power,Oscilador Ultimo,Hora,MME5,MMS5,MME10,MMS10,MME50,MMS50
